★00:08:48-139.224.119.176★收到★{"agent":"koyou","cp_order_id":"31908444292251014581104661bff840db87","game_id":"502","order_id":"17131109163535032972645","order_status":"2","pay_time":"1713110916","player_id":"1646593297","product_id":"102","product_name":"\u6bcf\u65e5\u9650\u8d2d2","product_price":"6","sign":"880e4c18a136657eb56b07834c05fb10","ext":"cp=31908444292251014581104661bff840db87|ResetType=0|GiftID=1|GiftType=1|id=102|payparam=0"}
★00:09:10-139.224.119.176★收到★{"agent":"koyou","cp_order_id":"31908444292251014583809661bff99d86db","game_id":"502","order_id":"17131109381423532972645","order_status":"2","pay_time":"1713110938","player_id":"1646593297","product_id":"105","product_name":"\u6bcf\u65e5\u9650\u8d2d5","product_price":"30","sign":"2779f6c88a5d50f7739dca56dd8c4761","ext":"cp=31908444292251014583809661bff99d86db|ResetType=0|GiftID=4|GiftType=1|id=105|payparam=0"}
★00:09:29-139.224.119.176★收到★{"agent":"koyou","cp_order_id":"31908444292251014584314661bffaf8577e","game_id":"502","order_id":"17131109597287232972645","order_status":"2","pay_time":"1713110959","player_id":"1646593297","product_id":"106","product_name":"\u6bcf\u65e5\u9650\u8d2d6","product_price":"30","sign":"faa39a43b5bc1fb54fa535ddf157bff0","ext":"cp=31908444292251014584314661bffaf8577e|ResetType=0|GiftID=5|GiftType=1|id=106|payparam=0"}
★00:09:56-139.224.119.176★收到★{"agent":"koyou","cp_order_id":"31908444292251014586567661bffc80bca4","game_id":"502","order_id":"17131109843172532972645","order_status":"2","pay_time":"1713110984","player_id":"1646593297","product_id":"107","product_name":"\u6bcf\u65e5\u9650\u8d2d7","product_price":"6","sign":"ffc63cf48fecdc65e0a7a3aff3d712a9","ext":"cp=31908444292251014586567661bffc80bca4|ResetType=0|GiftID=6|GiftType=1|id=107|payparam=0"}
★00:10:13-139.224.119.176★收到★{"agent":"koyou","cp_order_id":"31908444292251014585045661bffd7d5911","game_id":"502","order_id":"17131110000316932972645","order_status":"2","pay_time":"1713111000","player_id":"1646593297","product_id":"108","product_name":"\u6bcf\u65e5\u9650\u8d2d8","product_price":"6","sign":"d862904171fc9134b2ad15dee2f910e5","ext":"cp=31908444292251014585045661bffd7d5911|ResetType=0|GiftID=7|GiftType=1|id=108|payparam=0"}
★00:10:41-139.224.119.176★收到★{"agent":"koyou","cp_order_id":"31908444292251014587403661bfff7233ca","game_id":"502","order_id":"17131110313978132972645","order_status":"2","pay_time":"1713111031","player_id":"1646593297","product_id":"109","product_name":"\u6bcf\u5468\u9650\u8d2d1","product_price":"30","sign":"339b31be26fc87841384852fb1e271e5","ext":"cp=31908444292251014587403661bfff7233ca|ResetType=1|GiftID=0|GiftType=1|id=109|payparam=0"}
★00:10:57-139.224.119.176★收到★{"agent":"koyou","cp_order_id":"31908444292251014589148661c00075442d","game_id":"502","order_id":"17131110476202432972645","order_status":"2","pay_time":"1713111047","player_id":"1646593297","product_id":"109","product_name":"\u6bcf\u5468\u9650\u8d2d1","product_price":"30","sign":"e4ccfe5122de4ace81b566799f7eb429","ext":"cp=31908444292251014589148661c00075442d|ResetType=1|GiftID=0|GiftType=1|id=109|payparam=0"}
★00:11:14-139.224.119.176★收到★{"agent":"koyou","cp_order_id":"31908444292251014583815661c001938be1","game_id":"502","order_id":"17131110654051832972645","order_status":"2","pay_time":"1713111065","player_id":"1646593297","product_id":"109","product_name":"\u6bcf\u5468\u9650\u8d2d1","product_price":"30","sign":"0cc63e9e598f89ef2a0ba12330830b96","ext":"cp=31908444292251014583815661c001938be1|ResetType=1|GiftID=0|GiftType=1|id=109|payparam=0"}
★00:11:31-139.224.119.176★收到★{"agent":"koyou","cp_order_id":"31908444292251014582584661c002781d39","game_id":"502","order_id":"17131110797558432972645","order_status":"2","pay_time":"1713111079","player_id":"1646593297","product_id":"110","product_name":"\u6bcf\u5468\u9650\u8d2d2","product_price":"68","sign":"1d9a94a143d39bc8ded634151484ad56","ext":"cp=31908444292251014582584661c002781d39|ResetType=1|GiftID=1|GiftType=1|id=110|payparam=0"}
★00:11:45-139.224.119.176★收到★{"agent":"koyou","cp_order_id":"31908444292251014582287661c0036c1e35","game_id":"502","order_id":"17131110949732232972645","order_status":"2","pay_time":"1713111094","player_id":"1646593297","product_id":"110","product_name":"\u6bcf\u5468\u9650\u8d2d2","product_price":"68","sign":"7cf04bcc4510882b443b09df8e085bb2","ext":"cp=31908444292251014582287661c0036c1e35|ResetType=1|GiftID=1|GiftType=1|id=110|payparam=0"}
★00:12:04-139.224.119.176★收到★{"agent":"koyou","cp_order_id":"31908444292251014587297661c0045e5afb","game_id":"502","order_id":"17131111101342432972645","order_status":"2","pay_time":"1713111110","player_id":"1646593297","product_id":"110","product_name":"\u6bcf\u5468\u9650\u8d2d2","product_price":"68","sign":"b2766221e01b40c81bd52c5ff24ba07f","ext":"cp=31908444292251014587297661c0045e5afb|ResetType=1|GiftID=1|GiftType=1|id=110|payparam=0"}
